大李水餃,106台北市大安區和平東路二段118巷54弄35號
米堤銀行 | Milk Tea Bank 鮮奶茶飲專賣店,106台北市大安區復興南路二段327號
溫州大餛飩,106台北市大安區和平東路二段335號
麵之彩,106台北市大安區新生南路三段56巷8號
東門興記手工水餃港式點心,100台北市中正區金山南路一段120號
笠原麵食館,106台北市大安區羅斯福路三段283巷38號
蔥丼,100台北市中正區羅斯福路三段286巷16號
極麵屋,100台北市中正區羅斯福路四段136巷6弄2號
極簡咖啡,106台北市大安區泰順街2巷42號
筷子餐廳,106台北市大安區羅斯福路四段85號
新東南海鮮餐廳 汀州店,100台北市中正區汀州路一段105號
奕順軒宜蘭店,260宜蘭縣宜蘭市神農路二段17號
三味食堂,108台北市萬華區貴陽街二段116號
劉山東牛肉麵,100台北市中正區開封街一段14巷2號
必勝客 光復餐廳店,106台北市大安區忠孝東路四段341號
五之神製作所 台灣,110台北市信義區忠孝東路四段553巷6弄6號
RAW,10491台北市中山區樂群三路301號
布萊恩紅茶,106台北市大安區四維路170巷18號
SUBWAY,106台北市大安區和平東路二段203號
新北市立十三行博物館,249新北市八里區博物館路200號
恰圖恰市集 Chatuchak Weekend Market,สวนจตุจักร Kamphaeng Phet 2 Rd, แขวง ลาดยาว Khet Chatuchak, Krung Thep Maha Nakhon 10900泰國
新竹都城隍廟,300新竹市北區中山路75號
麥當勞-忠孝五店,106台北市大安區忠孝東路四段73號之一號
老四川 台北長安店,10491台北市中山區長安東路二段112號
真善美劇院,108台北市萬華區漢中街116號
小小餐館little bistro pizza,106台北市大安區瑞安街43號消防隊
29號館 義大利麵,106台北市大安區瑞安街67-1號
富霸王豬腳,10491台北市中山區南京東路二段115巷20號
伊洛瓦底,106台北市大安區龍泉街76號
自然醒咖啡公寓,106台北市大安區和平東路二段157號2樓
Burger Ray,106台北市大安區忠孝東路四段250-4號
亞都麗緻大飯店,10470台北市中山區民權東路二段41號
大安森林食堂,106台北市大安區新生南路一段161-3號
新田鰻味屋 公館店,106台北市大安區羅斯福路三段277號
Ebisu curry&coffee,100台北市中正區寧波西街78號
5味臭臭鍋 復興南店,106台北市大安區復興南路二段151巷16-1號
Sababa 沙巴巴中東美食,106台北市大安區羅斯福路三段283巷17號
Big City遠東巨城購物中心,300新竹市東區中央路229號
尊王活海鮮,106台北市大安區和平東路三段228巷45號
墊腳石圖書文化廣場 許昌店,100台北市中正區許昌街24號
番茄樓,106台北市大安區四維路170巷9號
BON Meingerda & Dumpling,No. 3-2復興南路二段128巷大安區台北市106
川味麵典,106台北市大安區四維路176巷17號
Oneway CAFE玩味咖啡,106台北市大安區和平東路二段118巷38-1號
烏來瀑布,233新北市烏來區瀑布路16號
康青龍 科技大樓店,10670台北市大安區和平東路二段269號
CoCo壹番屋,106台北市大安區羅斯福路四段1號
金城便當,106台北市大安區復興南路二段198號
幸好沒錯過你 Master K.,100台北市中正區羅斯福路四段78巷1弄5號
清水服務區,436台中市清水區吳厝二街89號
台大郵局,106台北市大安區羅斯福路四段1號
小木屋鬆餅 (台大店),106台北市大安區羅斯福路四段1號
倆倆號,100台北市中正区汀州路三段158號
淬煉廚房 Cui Lian Kitchen,100台北市中正區羅斯福路四段12巷3號
Midori 米多麗小館,106台北市大安區和平東路二段118巷號 1 樓 39
鹿苑寺,日本〒603-8361 Kyoto, Kita-ku, Kinkakujichō, 1
角屋關東煮,106台北市大安區大安路二段141巷
摩斯漢堡 羅斯福路店,106台北市大安區羅斯福路三段233號
三角冰冰品專賣店,116台北市文山區羅斯福路五段170巷10號
漢堡王 師大店,106台北市大安區師大路92巷6號
翠薪越南餐廳,100台北市中正區羅斯福路四段24巷11號
帕米爾新疆餐廳,100台北市中正區羅斯福路三段286巷4弄12號
嘉義雞肉飯,100台北市中正區汀州路三段233號
貳樓餐廳Second Floor Cafe 師大店,106台北市大安區師大路24號
其實豆製所,106台北市大安區瑞安街274號
多福美食,106大安區和平東路二段363號
鮮茶道科技大樓店,106台北市大安區和平東路二段297號
天送埤火車站,266宜蘭縣三星鄉福山街福山橫巷27號
希臘左巴,106台北市大安區羅斯福路三段283巷7弄16號
新月廣場,260宜蘭縣宜蘭市民權路二段38巷6號
叮叮食堂,106台北市大安區和平東路二段118巷71號
母女的店,100台北市中正區羅斯福路三段286巷4弄10號
重順川菜餐廳,100台北市中正區羅斯福路三段316巷8弄3之2號
景美上海生煎包,116台北市文山區景文街55號
清水寺,日本〒605-0862 Kyoto, Higashiyama-ku, Kiyomizu, 1-chōme−294
麻膳堂 MAZENDO（信義店）,110台北市信義區松壽路18號
中華電信敦南服務中心,10668台北市大安區敦化南路二段162號
丹堤咖啡,106台北市大安區復興南路二段277號
陶板屋和風創作料理,106台北市大安區敦化南路二段164號
吉野家台大店,100台北市中正區羅斯福路四段6號
台北國際會議中心(TICC),110台北市信義區信義路五段1號
林東芳牛肉麵,104台北市中山區八德路二段322號
La Villa Cafe,231新北市新店區松林路5號
野柳地質公園Yehliu Geopark,207新北市萬里區港東路167-1號
西湖市場,114台北市內湖區內湖路一段285號
京星港式飲茶 PART1,106台北市大安區敦化南路一段216號
深澳岬角(象鼻岩景觀區),224新北市瑞芳區
陳記腸蚵麵線大安店,號, No. 279和平東路二段大安區台北市106
望龍埤,264宜蘭縣員山鄉枕山村坡城路18-6號
善食堂,No. 336, 復興南路二段大安區台北市106
幸福殿美味食堂,106台北市大安區新生南路三段104號
台北世界貿易中心展覽三館,110台北市信義區松壽路6號
福井麵疙瘩,10075台北市中正區寧波西街87-3號
林家乾麵,100台北市中正區泉州街11號
Sheraton Grand Taipei Hotel,10049台北市中正區忠孝東路12 Section 1
大阪城,日本〒540-0002 Osaka, Chūō-ku, Ōsakajō, 1−1
湯圍溝溫泉公園,262宜蘭縣礁溪鄉德陽路99-11號
典華幸福機構(大直店),10466台北市中山區植福路8號
國立傳統藝術中心宜蘭園區,26841宜蘭縣五結鄉五濱路二段201號
微風南京,105台北市松山區南京東路三段337號
道南河濱公園,116台北市文山區
統一星巴克 公館水源門市,100台北市中正區思源街16號
台中市第四信用合作社,400台中市中區中山路72號
迪化街,103台北市大同區迪化街一段
伏見稻荷大社,日本〒612-0882 Kyoto, Fushimi Ward, Fukakusa Yabunouchichō, 68
義美食品和平東門市,106台北市大安區和平東路三段40號
西湖服務區 北向,368苗栗縣西湖鄉8鄰埔頂29號
行天宮,10491台北市中山區民權東路二段109號
地標網通 台大店,100台北市中正區汀州路三段141號
臺灣大學男一舍,106台北市大安區長興街50號
老德記手工拉麵店,100台北市中正區八德路一段82巷9弄3號
台大牛莊,100台北市中正区羅斯福路三段286巷4弄4號
鼎泰豐 復興店,106台北市大安區忠孝東路三段300號B2
奈良一本鍋,106台北市大安區瑞安街118號
RUFOUS COFFEE ROASTERS,106台北市大安區復興南路二段339號
紅牌牛肉麵餃子館,106台北市大安區和平東路二段175巷25號
麒雲。餐酒藝術,106台北市大安區和平東路二段217號2樓號
Vitalità 義式廚房,106台北市大安區和平東路二段175巷32號
淺草日式飯糰,106台北市大安區和平東路二段118巷54弄13號
老熊牛肉麵店,100台北市中正區南海路38-2號
中國文化大學推廣教育部建國本部 (大夏館),10659台北市大安區建國南路二段231號
麥當勞,100台北市中正區館前路8號
台北車站,10041台北市中正區忠孝西路1段49號
錢櫃中華新館,100台北市中正區中華路一段55號
72牛肉麵,100台北市中正區濟南路二段71號
龍山寺,10853台北市萬華區廣州街211號
國立臺灣博物館,100台北市中正區襄陽路2號
集思台大會議中心,106台北市大安區羅斯福路四段85號
公館站,100台北市中正區羅斯福路四段64之1號
朱記餡餅粥 永康店,106台北市大安區永康街6巷10號
大台北豆漿大王,100台北市中正區汀州路一段97號
國家戲劇院,10048台北市中正區中山南路21-1 號
高三孝碳烤吐司,100台北市中正區南昌路一段31巷11-4號
杭州小籠湯包,106台北市大安區杭州南路二段19號
自由廣場牌樓,100台北市中正區中山南路21號
台北植物園,10066台北市中正區南海路53號
欣葉日本料理館前店,100台北市中正區館前路12號
雞二拉麵,106台北市大安區文昌街30號
池先生 Kopitiam (公館店),100台北市中正區羅斯福路三段284巷10號
丹丹漢堡 西子灣店,804高雄市鼓山區臨海二路24號高雄捷運西子灣站
星聚點KTV西門館,10844台北市萬華區成都路81號
Rebirth Cafe & Restaurant,106台北市大安區溫州街48巷2號
Who's Tea 鬍子茶 - 台北師大店,106台北市大安區浦城街13巷29號
淘客美式漢堡公館店,100台北市中正區羅斯福路四段124號
重慶抄手麵食,106台北市大安區基隆路四段144巷64號
7-ELEVEN 敦親門市,106台北市大安區辛亥路二段171巷8號
台北萬豪酒店,10462台北市中山區No. 199 Lequn 2nd Road (Intersection With Jinye 4th Road
潮境公園,202基隆市中正區北寧路369巷
竹子湖,112台北市北投區
龐德羅莎,106台北市大安區羅斯福路四段85號
廖家牛肉麵,106台北市大安區金華街98號
呂 巷仔口麵食館,106台北市大安區和平東路二段76巷2號之1號
朱記餡餅粥店,106台北市大安區仁愛路三段106號
屯京拉麵 敦化南路店,106台北市大安區敦化南路一段187巷36號
圓山大飯店,10461台北市中山區中山北路四段1號
大方冰品-和平店,106台北市大安區和平東路三段228巷27號
永哥港式點心坊,231新北市新店區寶安街36號
香港亨記(公館店),100台北市中正區羅斯福路三段316巷9弄4號
北埔老街,314新竹縣北埔鄉
薄多義義式手工披薩 復南店,10491台北市中山區復興南路一段22號
Bon Tree 好樹早午餐,106台北市大安區基隆路二段285號
Beef Noodle Shop,號, No. 1和平東路二段118巷54弄大安區台北市106
Hater Cafe,100台北市中正區羅斯福路四段146號
蔡記豆花,970花蓮縣花蓮市民國路73號
峨嵋餐廳,100台北市中正區羅斯福路三段316巷8弄10號
台北國軍英雄館,100台北市中正區長沙街一段20號
味家魯肉飯,110台北市信義區忠孝東路四段559巷18之1號
文慶雞,106台北市大安區忠孝東路三段219-1號
三媽臭臭鍋,100台北市中正區汀州路三段206號
洋芋屋,106台北市大安區雲和街93號
一之軒時尚烘焙,106台北市大安區師大路53號
麗江南洋風味麵食館,106台北市大安區雲和街51號
今大魯肉飯,241新北市三重區大仁街40號
亞典蛋糕密碼館,260宜蘭縣宜蘭市梅洲二路122號
李記正客家魷魚羹,100台北市中正區汀州路三段289號
公館車輪餅,100台北市中正區汀州路三段193號
大柱子麵店,106台北市大安區和平東路二段118巷54弄21號號
來來水餃店,100台北市中正區中華路二段309巷9號
南機場芋頭大王,100台北市中正區中華路二段313巷5號
阿娘給的蒜味肉羹,260宜蘭縣宜蘭市泰山路239-1號
金車威士忌酒廠,264宜蘭縣員山鄉員山路二段326號
義豐蔥油派,265宜蘭縣羅東鎮民生路130號
小樂天餃子館,110台北市信義區忠孝東路五段151號
水龜伯古早味,112台北市北投區石牌路二段75巷8號
大志軒拉麵,110台北市信義區嘉興街216巷11號
辣麻味噌沾麵 鬼金棒,10491台北市中山區中山北路一段92號
小龍飲食,105台北市松山區光復南路13巷31號
陳記專業蚵仔麵線,108台北市萬華區和平西路三段166號
雙連圓仔湯,103台北市大同區民生西路136號
阿財鍋貼水餃專賣店,112台北市北投區裕民一路40巷5號
花蓮公正包子店,970花蓮縣花蓮市中山路199-2號
迪卡儂台北內湖店,11494台北市內湖區新湖一路128巷38號
8%ice冰淇淋專門店,106台北市大安區永康街23巷6號
和茗甘味處,106台北市大安區金華街221號
小巴黎人麵包製作所,106台北市大安區四維路170巷2號
